Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CryoSleep,VIP,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,CabinSide_S,Transported
-0.6831872340191822,0.3277046805327064,-0.0620343967741857,0.7207334588681664,-0.266354844356153,0.6778884946765401,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True
-0.7528823183995517,-0.3311846137639881,0.2807226884890663,-0.2736761253492697,-0.2690050423637365,-0.2649783767463191,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0.8501046223489463,-0.3375661081397429,-0.2775699332730595,-0.2736761253492697,-0.2690050423637365,-0.2658712431018331,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0.4319341160667294,-0.3375661081397429,-0.06882778044607,0.4101765224721847,-0.2690050423637365,-0.2658712431018331,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0.9894947911096852,-0.3375661081397429,-0.2775699332730595,-0.2736761253492697,-0.2690050423637365,-0.2658712431018331,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
-0.7528823183995517,-0.1285721673337697,-0.2775699332730595,1.2634238628732657,-0.2681216430278753,-0.2658712431018331,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
-0.6134921496388127,-0.3343753609518655,-0.2775699332730595,-0.2626968397191088,-0.2672382436920141,0.2225266533643637,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.3347118121173348,-0.3359707345458043,0.0108400826151182,-0.2674022478463206,-0.2690050423637365,0.0385961841284651,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.1288849598704245,-0.3375661081397429,-0.2775699332730595,-0.2736761253492697,-0.2690050423637365,-0.2658712431018331,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
-1.4498331622032463,-0.3375661081397429,-0.2775699332730595,-0.2736761253492697,-0.2690050423637365,-0.2658712431018331,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1.1288849598704245,-0.3375661081397429,0.5802491503857821,-0.2736761253492697,2.369708773853652,-0.2658712431018331,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
-0.8225774027799212,-0.3295892401700493,0.1893207990855324,-0.2736761253492697,-0.2690050423637365,-0.2658712431018331,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
-0.5437970652584433,-0.3375661081397429,-0.2775699332730595,1.1504940678201814,-0.2257184749065379,-0.2658712431018331,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
