Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CryoSleep,VIP,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,CabinSide_S,Transported
-0.6831872340191822,0.3277046805327064,-0.06203439677418575,0.7207334588681664,-0.266354844356153,0.6778884946765401,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True
-0.7528823183995517,-0.3311846137639881,0.2807226884890663,-0.27367612534926977,-0.2690050423637365,-0.2649783767463191,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0.8501046223489463,-0.33756610813974297,-0.27756993327305957,-0.27367612534926977,-0.2690050423637365,-0.26587124310183313,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0.43193411606672943,-0.33756610813974297,-0.06882778044607002,0.4101765224721847,-0.2690050423637365,-0.26587124310183313,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0.9894947911096853,-0.33756610813974297,-0.27756993327305957,-0.27367612534926977,-0.2690050423637365,-0.26587124310183313,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
-0.7528823183995517,-0.1285721673337697,-0.27756993327305957,1.2634238628732657,-0.26812164302787533,-0.26587124310183313,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
-0.6134921496388127,-0.33437536095186554,-0.27756993327305957,-0.26269683971910884,-0.26723824369201415,0.22252665336436378,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.3347118121173348,-0.3359707345458043,0.010840082615118287,-0.26740224784632066,-0.2690050423637365,0.038596184128465126,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.1288849598704243,-0.33756610813974297,-0.27756993327305957,-0.27367612534926977,-0.2690050423637365,-0.26587124310183313,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
-1.4498331622032465,-0.33756610813974297,-0.27756993327305957,-0.27367612534926977,-0.2690050423637365,-0.26587124310183313,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1.1288849598704243,-0.33756610813974297,0.5802491503857821,-0.27367612534926977,2.369708773853652,-0.26587124310183313,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
-0.8225774027799212,-0.32958924017004937,0.1893207990855324,-0.27367612534926977,-0.2690050423637365,-0.26587124310183313,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
-0.5437970652584433,-0.33756610813974297,-0.27756993327305957,1.1504940678201814,-0.22571847490653799,-0.26587124310183313,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.8225774027799212,-0.2801326587579488,-0.27756993327305957,1.315183352272596,-0.2690050423637365,-0.26587124310183313,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
0.36223903168635996,-0.33756610813974297,-0.17875707986383374,-0.27367612534926977,0.2707519518474535,-0.226585123459214,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
